,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,SbjNum,NSE,NSEv1,NSEv2,edad,edadx,DNI,sexo,dep,prov,dist,zona,zona2,zona3,zonali,zonali2,region,area,ambito,ambito2,edu,edu2,p01,p02_1,p02_2,p02_3,p03_1,p03_2,p03_3,p03_4,p04,p05,p06,p06otros,p06cod,p07_1,p07_2,p07_3,p08,p09,p10,p11,p12,PONDERADOR,PERCENTAGE,periodo
864,864,864,864,155919569,NSE B2,NSE B,NSE A/B,27,De 25 a 39 años,SI,Hombre,10,Huánuco,100102,Centro,6,2,-1,-1,2,1,Perú urbano,1,Superior técnico completa,Educacion superior,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Algo,Poco,Poco,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Poco,Nada,Tiene mucha influencia,Igual,Peor,Atenta contra la libertad de prensa,Izquierda,0.8974,0.07350099214872788,AGOSTO 2021
865,865,865,865,155919760,NSE A2,NSE A,NSE A/B,34,De 25 a 39 años,SI,Hombre,15,Lima,150123,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,Superior técnico incompleta,Educacion superior,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Nada,Nada,No debe dar el voto de confianza,Que se cambie todo el gabinete,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,NS/NP,Igual,Atenta contra la libertad de prensa,Derecha,0.2887,0.023645795000376352,AGOSTO 2021
866,866,866,866,155919965,NSE B2,NSE B,NSE A/B,32,De 25 a 39 años,SI,Mujer,11,Ica,110110,Sur,4,2,-1,-1,1,2,Perú urbano,1,Posgrado universitario,Educacion superior,Aprueba,Aprueba,Aprueba,Aprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Confianza, ,-1,Mucho,Mucho,Mucho,Tiene algo de influencia,Igual,Igual,No atenta contra la libertad de prensa,Centro,0.8697,0.07123224077529378,AGOSTO 2021
867,867,867,867,155920011,NSE B1,NSE B,NSE A/B,38,De 25 a 39 años,SI,Mujer,2,Santa,21809,Norte,2,2,-1,-1,1,3,Perú urbano,1,Superior técnico completa,Educacion superior,Aprueba,Aprueba,Desaprueba,Aprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Orgullo, ,-1,Nada,Poco,Poco,Tiene algo de influencia,Mejor,Mejor,Atenta contra la libertad de prensa,Derecha,0.8697,0.07123224077529378,AGOSTO 2021
868,868,868,868,155920087,NSE E,NSE E,NSE D/E,28,De 25 a 39 años,SI,Mujer,13,Otuzco,130601,Norte,5,2,-1,-1,2,4,Perú rural,2,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Aprueba,Desaprueba,Aprueba,Desaprueba,Poco,Algo,Algo,Algo,No debe dar el voto de confianza,Que se cambie a algunos ministros,Orgullo, ,-1,Nada,Algo,Poco,Tiene mucha influencia,Mejor,Mejor,No atenta contra la libertad de prensa,Derecha,1.2849,0.10523894006229156,AGOSTO 2021
869,869,869,869,155920186,NSE E,NSE E,NSE D/E,44,De 40 a más años,SI,Mujer,24,Tumbes,240101,Norte,2,2,-1,-1,1,3,Perú urbano,1,Secundaria completa,Educacion Basica,Aprueba,Desaprueba,Desaprueba,Desaprueba,Algo,Algo,Algo,Algo,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Nada,Mucho,Algo,Tiene algo de influencia,Peor,Igual,Atenta contra la libertad de prensa,Izquierda,0.8891,0.07282118578051477,AGOSTO 2021
870,870,870,870,155920246,NSE C2,NSE C,NSE C,27,De 25 a 39 años,SI,Hombre,15,Lima,150143,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Algo,Nada,Poco,No debe dar el voto de confianza,Que se cambie todo el gabinete,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Centro,1.5073,0.12345447455513431,AGOSTO 2021
871,871,871,871,155920271,NSE E,NSE E,NSE D/E,39,De 25 a 39 años,SI,Hombre,23,Candarave,230203,Sur,7,2,-1,-1,2,2,Perú urbano,1,Superior técnico completa,Educacion superior,NS/NP,Desaprueba,99,NS/NP,Mucho,Algo,Algo,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Esperanza, ,-1,Nada,Poco,Nada,Tiene algo de influencia,Peor,Mejor,No atenta contra la libertad de prensa,Izquierda,0.8974,0.07350099214872788,AGOSTO 2021
872,872,872,872,155920434,NSE E,NSE E,NSE D/E,32,De 25 a 39 años,SI,Mujer,20,Sullana,200603,Norte,2,2,-1,-1,1,4,Perú rural,2,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Desaprueba,Desaprueba,Aprueba,Desaprueba,Poco,Nada,Poco,Poco,No debe dar el voto de confianza,Que se cambie a algunos ministros,Miedo, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Igual,Igual,Atenta contra la libertad de prensa,Derecha,1.2849,0.10523894006229156,AGOSTO 2021
873,873,873,873,155920665,NSE C1,NSE C,NSE C,27,De 25 a 39 años,SI,Mujer,15,Lima,150112,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Aprueba,Nada,Nada,Nada,Nada,No debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,1.4608,0.11964592080550666,AGOSTO 2021
874,874,874,874,155920825,NSE C2,NSE C,NSE C,48,De 40 a más años,SI,Hombre,15,Lima,150133,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,Aprueba,Aprueba,Aprueba,Aprueba,Mucho,Algo,Poco,Algo,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Confianza, ,-1,Algo,Algo,Poco,Tiene algo de influencia,Igual,Igual,Atenta contra la libertad de prensa,Centro,1.5409,0.1262064617806717,AGOSTO 2021
875,875,875,875,155920828,NSE B2,NSE B,NSE A/B,29,De 25 a 39 años,SI,Hombre,11,Nazca,110304,Sur,4,2,-1,-1,1,4,Perú urbano,1,Superior técnico incompleta,Educacion superior,NS/NP,Aprueba,Aprueba,Aprueba,Nada,Algo,Poco,Algo,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Orgullo, ,-1,Algo,NS/NP,Algo,Tiene algo de influencia,Mejor,Mejor,Atenta contra la libertad de prensa,Centro,0.8974,0.07350099214872788,AGOSTO 2021
876,876,876,876,155920894,NSE C1,NSE C,NSE C,36,De 25 a 39 años,SI,Hombre,15,Oyón,150901,Centro,6,2,-1,-1,2,4,Perú urbano,1,Superior técnico completa,Educacion superior,Aprueba,Desaprueba,Desaprueba,Aprueba,Mucho,Mucho,Algo,Algo,Sí debe dar el voto de confianza,Que se cambie todo el gabinete,Esperanza, ,-1,Poco,Poco,Poco,Tiene algo de influencia,Igual,Mejor,No atenta contra la libertad de prensa,Centro,0.8974,0.07350099214872788,AGOSTO 2021
877,877,877,877,155921035,NSE B2,NSE B,NSE A/B,27,De 25 a 39 años,SI,Hombre,5,Huamanga,50110,Sur,7,2,-1,-1,2,1,Perú urbano,1,Superior universitaria incompleta,Educacion superior,Aprueba,Aprueba,Desaprueba,Desaprueba,Algo,Mucho,Algo,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Nada,Poco,Poco,Tiene algo de influencia,Mejor,Mejor,No atenta contra la libertad de prensa,Centro,0.8974,0.07350099214872788,AGOSTO 2021
878,878,878,878,155921074,NSE B2,NSE B,NSE A/B,41,De 40 a más años,SI,Hombre,15,Lima,150111,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,Desaprueba,Desaprueba,99,Aprueba,Nada,Algo,Poco,Nada,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Igual,Igual,Atenta contra la libertad de prensa,Centro,0.7579,0.06207533089984495,AGOSTO 2021
879,879,879,879,155921117,NSE D,NSE D,NSE D/E,40,De 40 a más años,SI,Hombre,4,Arequipa,40112,Sur,7,2,-1,-1,2,1,Perú urbano,1,Secundaria completa,Educacion Basica,Desaprueba,Aprueba,Desaprueba,Desaprueba,NS/NP,Mucho,Nada,Algo,Sí debe dar el voto de confianza,NS/NP,Confianza, ,-1,Nada,NS/NP,Nada,Tiene mucha influencia,Peor,NS/NP,NS/NP,Derecha,0.9174,0.07513907978297632,AGOSTO 2021
880,880,880,880,155921184,NSE B2,NSE B,NSE A/B,43,De 40 a más años,SI,Mujer,18,Mariscal Nieto,180101,Sur,4,2,-1,-1,1,1,Perú urbano,1,Secundaria completa,Educacion Basica,Desaprueba,Desaprueba,Aprueba,Aprueba,Nada,Poco,Poco,Poco,No debe dar el voto de confianza,Que se cambie todo el gabinete,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,0.8891,0.07282118578051477,AGOSTO 2021
881,881,881,881,155921346,NSE C2,NSE C,NSE C,26,De 25 a 39 años,SI,Mujer,15,Lima,150140,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Poco,Nada,Nada,Nada,No debe dar el voto de confianza,Que se cambie todo el gabinete,Miedo, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Mejor,Atenta contra la libertad de prensa,Izquierda,1.4608,0.11964592080550666,AGOSTO 2021
882,882,882,882,155921568,NSE C2,NSE C,NSE C,20,De 18 a 24 años,SI,Hombre,15,Huaral,150601,Centro,3,2,-1,-1,1,2,Perú urbano,1,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Aprueba,Aprueba,Desaprueba,Desaprueba,Algo,Algo,Algo,Algo,No debe dar el voto de confianza,Que se cambie todo el gabinete,Esperanza, ,-1,Algo,Algo,Algo,Tiene mucha influencia,Mejor,Mejor,Atenta contra la libertad de prensa,Centro,0.9032,0.07397603756265993,AGOSTO 2021
883,883,883,883,155921796,NSE B2,NSE B,NSE A/B,26,De 25 a 39 años,SI,Hombre,20,Piura,200101,Norte,2,2,-1,-1,1,3,Perú urbano,1,Superior universitaria completa,Educacion superior,Desaprueba,Desaprueba,Aprueba,Aprueba,Poco,Algo,Algo,Nada,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,0.8974,0.07350099214872788,AGOSTO 2021
884,884,884,884,155921846,NSE C1,NSE C,NSE C,73,De 40 a más años,SI,Hombre,15,Lima,150132,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Aprueba,Aprueba,Aprueba,Desaprueba,Mucho,Mucho,Mucho,Algo,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Confianza, ,-1,Poco,Poco,Poco,No tiene influencia,Igual,Igual,No atenta contra la libertad de prensa,Centro,1.5409,0.1262064617806717,AGOSTO 2021
885,885,885,885,155921883,NSE E,NSE E,NSE D/E,38,De 25 a 39 años,SI,Mujer,20,Morropón,200404,Norte,2,2,-1,-1,1,4,Perú rural,2,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Desaprueba,Desaprueba,99,NS/NP,Poco,Poco,Algo,Algo,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Mejor,Atenta contra la libertad de prensa,Centro,1.2849,0.10523894006229156,AGOSTO 2021
886,886,886,886,155921956,NSE C1,NSE C,NSE C,18,De 18 a 24 años,SI,Mujer,14,Lambayeque,140311,Norte,2,2,-1,-1,1,3,Perú urbano,1,Secundaria completa,Educacion Basica,NS/NP,99,Aprueba,NS/NP,Poco,Algo,Algo,Algo,Sí debe dar el voto de confianza,Que se cambie todo el gabinete,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Igual,Peor,Atenta contra la libertad de prensa,Izquierda,0.8754,0.07169909575105458,AGOSTO 2021
887,887,887,887,155921963,NSE E,NSE E,NSE D/E,30,De 25 a 39 años,SI,Mujer,15,Lima,150132,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Poco,Nada,No debe dar el voto de confianza,Que se cambie todo el gabinete,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,0.65,0.053237848113074575,AGOSTO 2021
888,888,888,888,155922118,NSE D,NSE D,NSE D/E,38,De 25 a 39 años,SI,Mujer,15,Lima,150132,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,NS/NP,Aprueba,Desaprueba,Aprueba,Poco,Mucho,Poco,Algo,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene poca influencia,Peor,Peor,Atenta contra la libertad de prensa,Izquierda,1.313,0.10754045318841063,AGOSTO 2021
889,889,889,889,155922321,NSE D,NSE D,NSE D/E,35,De 25 a 39 años,SI,Mujer,22,Rioja,220804,Selva,8,2,-1,-1,3,4,Perú rural,2,Superior técnico incompleta,Educacion superior,NS/NP,Desaprueba,Desaprueba,Desaprueba,Nada,Poco,Algo,Poco,No debe dar el voto de confianza,Que se mantenga todo el gabinete,Incertidumbre, ,-1,Nada,Poco,Poco,Tiene poca influencia,Peor,Peor,Atenta contra la libertad de prensa,Centro,1.2849,0.10523894006229156,AGOSTO 2021
890,890,890,890,155922367,NSE E,NSE E,NSE D/E,54,De 40 a más años,SI,Mujer,15,Cañete,150505,Centro,3,2,-1,-1,1,3,Perú urbano,1,Superior técnico completa,Educacion superior,NS/NP,Aprueba,Aprueba,Aprueba,Poco,Algo,Poco,Poco,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Esperanza, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Mejor,Mejor,Atenta contra la libertad de prensa,Derecha,0.8891,0.07282118578051477,AGOSTO 2021
891,891,891,891,155922538,NSE B2,NSE B,NSE A/B,29,De 25 a 39 años,SI,Mujer,5,Huanta,50401,Sur,7,2,-1,-1,2,1,Perú urbano,1,Superior técnico incompleta,Educacion superior,Aprueba,Desaprueba,Aprueba,Aprueba,Algo,Algo,Poco,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Confianza, ,-1,Poco,Algo,Poco,Tiene algo de influencia,Igual,Igual,Atenta contra la libertad de prensa,Centro,0.8697,0.07123224077529378,AGOSTO 2021
892,892,892,892,155922758,NSE C1,NSE C,NSE C,60,De 40 a más años,SI,Hombre,15,Lima,150135,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,Desaprueba,Desaprueba,Desaprueba,Aprueba,Poco,Algo,Poco,Algo,No debe dar el voto de confianza,Que se cambie a algunos ministros,Desilusión, ,-1,Nada,Nada,Nada,Tiene algo de influencia,Peor,Peor,Atenta contra la libertad de prensa,NS/NP,1.5409,0.1262064617806717,AGOSTO 2021
893,893,893,893,155922876,NSE D,NSE D,NSE D/E,41,De 40 a más años,SI,Hombre,14,Lambayeque,140301,Norte,2,2,-1,-1,1,2,Perú urbano,1,Secundaria completa,Educacion Basica,Aprueba,Desaprueba,Desaprueba,Desaprueba,Mucho,Mucho,Mucho,Mucho,No debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Mejor,Mejor,No atenta contra la libertad de prensa,Derecha,0.9174,0.07513907978297632,AGOSTO 2021
894,894,894,894,155922901,NSE D,NSE D,NSE D/E,21,De 18 a 24 años,SI,Mujer,15,Huarochirí,150709,Centro,6,2,-1,-1,2,3,Perú urbano,1,Secundaria completa,Educacion Basica,Aprueba,Desaprueba,Desaprueba,Desaprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Nada,Algo,Nada,Tiene algo de influencia,Mejor,Mejor,No atenta contra la libertad de prensa,Izquierda,0.8754,0.07169909575105458,AGOSTO 2021
895,895,895,895,155923182,NSE D,NSE D,NSE D/E,60,De 40 a más años,SI,Hombre,15,Lima,150106,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,NS/NP,Aprueba,Desaprueba,Desaprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,NS/NP,Esperanza, ,-1,Mucho,Mucho,Mucho,No tiene influencia,Peor,Mejor,NS/NP,NS/NP,1.385,0.11343756867170504,AGOSTO 2021
896,896,896,896,155923233,NSE C2,NSE C,NSE C,62,De 40 a más años,SI,Hombre,13,Trujillo,130101,Norte,2,2,-1,-1,1,1,Perú urbano,1,Superior universitaria incompleta,Educacion superior,Aprueba,Aprueba,Desaprueba,Desaprueba,Mucho,Mucho,Mucho,Algo,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Esperanza, ,-1,Mucho,Mucho,Algo,Tiene algo de influencia,Igual,Igual,No atenta contra la libertad de prensa,Izquierda,0.9174,0.07513907978297632,AGOSTO 2021
897,897,897,897,155923390,NSE C2,NSE C,NSE C,22,De 18 a 24 años,SI,Hombre,20,Piura,200115,Norte,2,2,-1,-1,1,3,Perú urbano,1,Superior técnico incompleta,Educacion superior,Desaprueba,99,Desaprueba,Desaprueba,Poco,Poco,Poco,Algo,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene algo de influencia,Igual,Igual,Atenta contra la libertad de prensa,Centro,0.9032,0.07397603756265993,AGOSTO 2021
898,898,898,898,155923526,NSE A2,NSE A,NSE A/B,25,De 25 a 39 años,SI,Hombre,15,Lima,150122,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Superior universitaria incompleta,Educacion superior,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Poco,Nada,Poco,No debe dar el voto de confianza,Que se cambie todo el gabinete,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,0.2887,0.023645795000376352,AGOSTO 2021
899,899,899,899,155923594,NSE C2,NSE C,NSE C,29,De 25 a 39 años,SI,Hombre,11,Ica,110101,Sur,4,2,-1,-1,1,1,Perú urbano,1,Secundaria completa,Educacion Basica,Desaprueba,Desaprueba,Aprueba,Desaprueba,Nada,Algo,Nada,Nada,No debe dar el voto de confianza,Que se cambie todo el gabinete,Miedo, ,-1,Nada,Nada,Nada,Tiene poca influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,0.8974,0.07350099214872788,AGOSTO 2021
900,900,900,900,155923620,NSE C1,NSE C,NSE C,45,De 40 a más años,SI,Mujer,6,Hualgayoc,60701,Norte,5,2,-1,-1,2,2,Perú urbano,1,Secundaria completa,Educacion Basica,Aprueba,Aprueba,Aprueba,Desaprueba,Mucho,Algo,Algo,Algo,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Confianza, ,-1,Algo,Nada,Nada,Tiene algo de influencia,Mejor,Igual,Atenta contra la libertad de prensa,Derecha,0.8891,0.07282118578051477,AGOSTO 2021
901,901,901,901,155923765,NSE D,NSE D,NSE D/E,42,De 40 a más años,SI,Mujer,15,Prov. Const. del Callao,70106,Lima Metropolitana,1,1,6,-1,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,Desaprueba,Desaprueba,Aprueba,Desaprueba,Nada,Nada,Nada,Nada,No debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,1.3423,0.10994025157258461,AGOSTO 2021
902,902,902,902,155923997,NSE B1,NSE B,NSE A/B,48,De 40 a más años,SI,Hombre,15,Lima,150114,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,Aprueba,Desaprueba,Desaprueba,Desaprueba,Algo,Algo,Algo,Algo,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Nada,Nada,Nada,Tiene algo de influencia,Mejor,Igual,No atenta contra la libertad de prensa,Derecha,0.7579,0.06207533089984495,AGOSTO 2021
903,903,903,903,155924023,NSE D,NSE D,NSE D/E,44,De 40 a más años,SI,Hombre,15,Huaral,150605,Centro,3,2,-1,-1,1,5,Perú rural,2,Secundaria completa,Educacion Basica,NS/NP,99,99,NS/NP,Poco,Nada,NS/NP,Algo,NS/NP,NS/NP,Incertidumbre, ,-1,NS/NP,Nada,Nada,Tiene poca influencia,Peor,Peor,Atenta contra la libertad de prensa,Centro,1.3554,0.11101319897301734,AGOSTO 2021
904,904,904,904,155924072,NSE D,NSE D,NSE D/E,19,De 18 a 24 años,SI,Mujer,4,Camaná,40203,Sur,4,2,-1,-1,1,2,Perú urbano,1,Secundaria completa,Educacion Basica,Aprueba,Desaprueba,Desaprueba,Aprueba,Algo,Algo,Algo,Algo,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Poco,NS/NP,NS/NP,Tiene algo de influencia,Igual,Mejor,Atenta contra la libertad de prensa,Derecha,0.8754,0.07169909575105458,AGOSTO 2021
905,905,905,905,155924195,NSE E,NSE E,NSE D/E,60,De 40 a más años,SI,Hombre,9,Huancavelica,90101,Centro,6,2,-1,-1,2,1,Perú urbano,1,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Desaprueba,Desaprueba,Aprueba,Aprueba,Nada,Nada,Nada,Nada,No debe dar el voto de confianza,Que se cambie todo el gabinete,Miedo, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,No atenta contra la libertad de prensa,Izquierda,0.9174,0.07513907978297632,AGOSTO 2021
906,906,906,906,155924206,NSE D,NSE D,NSE D/E,39,De 25 a 39 años,SI,Mujer,15,Lima,150132,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Nada,Nada,No debe dar el voto de confianza,Que se cambie todo el gabinete,Miedo, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Izquierda,1.313,0.10754045318841063,AGOSTO 2021
907,907,907,907,155924230,NSE B1,NSE B,NSE A/B,27,De 25 a 39 años,SI,Mujer,25,Coronel Portillo,250101,Selva,8,2,-1,-1,3,4,Perú urbano,1,Superior técnico completa,Educacion superior,Aprueba,Aprueba,Desaprueba,Aprueba,Algo,Algo,Algo,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Igual,Mejor,Atenta contra la libertad de prensa,Centro,0.8697,0.07123224077529378,AGOSTO 2021
908,908,908,908,155924275,NSE B2,NSE B,NSE A/B,19,De 18 a 24 años,SI,Mujer,15,Huaral,150601,Centro,3,2,-1,-1,1,4,Perú urbano,1,Secundaria completa,Educacion Basica,Aprueba,Aprueba,Desaprueba,Aprueba,Poco,Poco,Poco,Mucho,Sí debe dar el voto de confianza,Que se cambie todo el gabinete,Esperanza, ,-1,Poco,Poco,Nada,Tiene mucha influencia,Igual,Igual,Atenta contra la libertad de prensa,Centro,0.8754,0.07169909575105458,AGOSTO 2021
909,909,909,909,155924282,NSE B2,NSE B,NSE A/B,27,De 25 a 39 años,SI,Hombre,12,Tarma,120701,Centro,6,2,-1,-1,2,1,Perú urbano,1,Superior técnico completa,Educacion superior,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Nada,Nada,No debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,0.8974,0.07350099214872788,AGOSTO 2021
910,910,910,910,155924311,NSE B1,NSE B,NSE A/B,19,De 18 a 24 años,SI,Mujer,6,Cajamarca,60101,Norte,5,2,-1,-1,2,1,Perú urbano,1,Superior universitaria incompleta,Educacion superior,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Algo,Algo,Poco,Algo,No debe dar el voto de confianza,Que se cambie todo el gabinete,Miedo, ,-1,Nada,Nada,Poco,Tiene algo de influencia,Peor,Peor,Atenta contra la libertad de prensa,Centro,0.8754,0.07169909575105458,AGOSTO 2021
911,911,911,911,155924324,NSE C1,NSE C,NSE C,56,De 40 a más años,SI,Mujer,15,Lima,150135,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Desaprueba,Desaprueba,Aprueba,Aprueba,Nada,Nada,Nada,Nada,NS/NP,Que se cambie todo el gabinete,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Igual,Peor,Atenta contra la libertad de prensa,Derecha,1.4934,0.12231600364933165,AGOSTO 2021
912,912,912,912,155924445,NSE B2,NSE B,NSE A/B,28,De 25 a 39 años,SI,Mujer,15,Lima,150103,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Superior técnico incompleta,Educacion superior,NS/NP,Desaprueba,Desaprueba,Desaprueba,Algo,Algo,Poco,Algo,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Miedo, ,-1,Nada,Algo,Nada,Tiene algo de influencia,Peor,Mejor,Atenta contra la libertad de prensa,Izquierda,0.7185,0.058848298260375506,AGOSTO 2021
913,913,913,913,155924450,NSE C1,NSE C,NSE C,52,De 40 a más años,SI,Mujer,15,Lima,150136,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Superior técnico incompleta,Educacion superior,Desaprueba,Aprueba,Aprueba,Desaprueba,Algo,Poco,Algo,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Desilusión, ,-1,Nada,Poco,Nada,Tiene mucha influencia,Igual,Peor,Atenta contra la libertad de prensa,Centro,1.4934,0.12231600364933165,AGOSTO 2021
914,914,914,914,155924461,NSE C1,NSE C,NSE C,61,De 40 a más años,SI,Mujer,4,Arequipa,40122,Sur,7,2,-1,-1,2,1,Perú urbano,1,Superior universitaria completa,Educacion superior,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Poco,Poco,Poco,Algo,No debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Igual,Peor,Atenta contra la libertad de prensa,Centro,0.8891,0.07282118578051477,AGOSTO 2021
915,915,915,915,155924575,NSE A1,NSE A,NSE A/B,62,De 40 a más años,SI,Mujer,15,Lima,150120,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Nada,Poco,No debe dar el voto de confianza,Que se cambie todo el gabinete,Miedo, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,0.286,0.02342465316975281,AGOSTO 2021
