,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,SbjNum,NSE,NSEv1,NSEv2,edad,edadx,DNI,sexo,dep,prov,dist,zona,zona2,zona3,zonali,zonali2,region,area,ambito,ambito2,edu,edu2,ocupa,ocupa2,p01,p02,p02otros,p02cod,p03,p03otros,p03cod,p04,p05_1,p05_2,p05_3,p06,p07,p08,p13,p14,p15,p16,p17,p18,p21,m1,rolhogar,rolhogar2,D12,seguro2_1,seguro2_2,seguro2_3,seguro2_4,jubila,emitedoc_1,emitedoc_2,emitedoc_3,emitedoc_4,emitedoc_5,emitedoc_6,emitedoc_99,TIPOTRAB,Identificacion_ideológica,PONDERADOR,PERCENTAGE,periodo
915,915,915,915,915,915,915,159277701,NSE C1,NSE C,NSE C,25,De 25 a 39 años,SI,Mujer,15,Lima,150101,Lima Metropolitana,1,1,1,1,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,Que hará cambios en la economía, ,-1,El manejo de la economía del país, ,-1,No tiene,Aprueba,Desaprueba,Aprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Mejor,Regular,Mejor,Mejor,Derecha,Aprueba,3,3,1,2,2,1,2,3,1,0,0,0,0,0,0,2,Derecha,0.9716,0.07938251579663859,OCTUBRE 2021
916,916,916,916,916,916,916,159277703,NSE D,NSE D,NSE D/E,37,De 25 a 39 años,SI,Hombre,20,Talara,200705,Norte,2,2,-1,-1,1,3,Peru urbano,1,Secundaria completa,Educacion Basica,Asalariado del sector estatal,Trabajador dependiente,Aprueba,Tener una nueva Constitución, ,-1,NS/NP, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Mala,NS/NP,NS/NP,Regular,Igual,NS/NP,Centro,-1,1,1,2,-1,-1,-1,-1,1,0,0,0,0,0,1,0,2,Centro,0.9194,0.07511762559019095,OCTUBRE 2021
917,917,917,917,917,917,917,159277959,NSE D,NSE D,NSE D/E,32,De 25 a 39 años,SI,Mujer,12,Huancayo,120107,Centro,6,2,-1,-1,2,1,Peru urbano,1,Superior técnico completa,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,99,Que se preocupa por los que menos tienen, ,-1,El manejo de la economía del país, ,-1,No tiene,NS/NP,NS/NP,Desaprueba,NS/NP,Desaprueba,No debe dar el voto de confianza,Regular,Peor,NS/NP,Mala,Peor,Igual,NS/NP,-1,3,3,1,2,2,1,2,3,1,0,0,0,0,0,0,2, ,0.8849,0.07229887631581464,OCTUBRE 2021
918,918,918,918,918,918,918,159278771,NSE B2,NSE B,NSE A/B,34,De 25 a 39 años,SI,Mujer,15,Lima,150108,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,Superior universitaria completa,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Aprueba,Que hará cambios en la economía, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,Sí tiene,Desaprueba,Aprueba,Aprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Peor,Regular,Igual,Igual,Centro,Desaprueba,1,1,1,1,1,2,2,2,0,0,1,0,0,0,0,1,Centro,0.8316,0.06794411294409701,OCTUBRE 2021
919,919,919,919,919,919,919,159279267,NSE D,NSE D,NSE D/E,37,De 25 a 39 años,SI,Mujer,23,Tacna,230109,Sur,4,2,-1,-1,1,4,Peru rural,2,Secundaria completa,Educacion Basica,Ama de casa,No trabaja,Aprueba,Que hará cambios en la economía, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,Sí tiene,Desaprueba,NS/NP,Desaprueba,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,Regular,Igual,Mejor,Regular,NS/NP,Mejor,Centro,-1,1,1,2,-1,-1,-1,-1,3, , , , , , , ,-1,Centro,0.9862,0.08057537780840364,OCTUBRE 2021
920,920,920,920,920,920,920,159279431,NSE C2,NSE C,NSE C,24,De 18 a 24 años,SI,Mujer,2,Santa,21808,Norte,2,2,-1,-1,1,4,Peru rural,2,Superior técnico incompleta,Educacion superior,No trabaja,No trabaja,Desaprueba,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Aprueba,Desaprueba,Desaprueba,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,Mala,Peor,Mejor,Mala,Peor,Mejor,Derecha,-1,2,2,1,2,2,1,2,3, , , , , , , ,-1,Derecha,0.9984,0.08157215291412512,OCTUBRE 2021
921,921,921,921,921,921,921,159279450,NSE C1,NSE C,NSE C,60,De 40 a más años,SI,Mujer,15,Lima,150118,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Superior técnico incompleta,Educacion superior,Ama de casa,No trabaja,Aprueba,NS/NP, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Mala,Igual,Mejor,Regular,Igual,Mejor,Derecha,Desaprueba,2,2,1,2,2,1,2,3, , , , , , , ,-1,Derecha,1.0812,0.08833715117262829,OCTUBRE 2021
922,922,922,922,922,922,922,159279650,NSE C1,NSE C,NSE C,19,De 18 a 24 años,SI,Hombre,8,Cusco,80101,Sur,7,2,-1,-1,2,2,Peru urbano,1,Secundaria completa,Educacion Basica,Estudiante,No trabaja,Aprueba,Que una persona humilde sea Presidente del Perú, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Aprueba,Aprueba,Aprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Buena,Mejor,Igual,Mala,Igual,Mejor,Centro,-1,3,3,2,-1,-1,-1,-1,3, , , , , , , ,-1,Centro,0.9308,0.0760490383938979,OCTUBRE 2021
923,923,923,923,923,923,923,159279673,NSE E,NSE E,NSE D/E,28,De 25 a 39 años,SI,Mujer,2,Yungay,22001,Norte,5,2,-1,-1,2,4,Peru rural,2,Secundaria incompleta,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,Tener una nueva Constitución, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Regular,Peor,NS/NP,Regular,Igual,Peor,Centro,-1,3,3,1,2,1,1,2,3,0,0,0,0,0,1,0,2,Centro,0.9862,0.08057537780840364,OCTUBRE 2021
924,924,924,924,924,924,924,159279721,NSE E,NSE E,NSE D/E,32,De 25 a 39 años,SI,Mujer,13,Virú,131203,Norte,2,2,-1,-1,1,4,Peru rural,2,Sin educacion/Educacion Inicial,Educacion Basica,Ama de casa,No trabaja,Desaprueba,NS/NP, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Aprueba,NS/NP,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,NS/NP,Peor,Peor,Regular,Igual,Peor,Izquierda,-1,1,1,1,2,2,1,2,3, , , , , , , ,-1,Izquierda,0.9862,0.08057537780840364,OCTUBRE 2021
925,925,925,925,925,925,925,159279726,NSE C2,NSE C,NSE C,23,De 18 a 24 años,SI,Mujer,4,Arequipa,40112,Sur,7,2,-1,-1,2,2,Peru urbano,1,Superior universitaria completa,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,Que hará cambios en la economía, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Regular,Igual,Igual,Regular,Igual,Peor,Centro,-1,3,3,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Centro,0.8958,0.07318943768076251,OCTUBRE 2021
926,926,926,926,926,926,926,159279749,NSE B2,NSE B,NSE A/B,32,De 25 a 39 años,SI,Mujer,15,Lima,150117,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Superior universitaria completa,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Desaprueba,No tiene nada positivo, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Aprueba,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,Mala,Peor,Igual,Mala,Peor,Peor,Derecha,Aprueba,3,3,1,1,1,2,1,2,0,0,0,1,0,0,0,1,Derecha,0.8316,0.06794411294409701,OCTUBRE 2021
927,927,927,927,927,927,927,159279805,NSE C2,NSE C,NSE C,31,De 25 a 39 años,SI,Mujer,8,Cusco,80101,Sur,7,2,-1,-1,2,2,Peru urbano,1,Secundaria completa,Educacion Basica,Asalariado del sector privado,Trabajador dependiente,Aprueba,Que una persona humilde sea Presidente del Perú,QUE UNA PERSONA POBRE PUEDA GOBERNAR EL PAIS,1,El manejo de la economía del país, ,-1,NS/NP,Desaprueba,NS/NP,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Mejor,Mejor,Mala,Mejor,Mejor,Centro,-1,2,2,1,1,1,2,2,2,0,0,0,1,0,0,0,1,Centro,0.8849,0.07229887631581464,OCTUBRE 2021
928,928,928,928,928,928,928,159279840,NSE E,NSE E,NSE D/E,28,De 25 a 39 años,SI,Mujer,3,Andahuaylas,30201,Sur,7,2,-1,-1,2,5,Peru rural,2,Secundaria incompleta,Educacion Basica,Ama de casa,No trabaja,99,Que se preocupa por los que menos tienen, ,-1,NS/NP, ,-1,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,Aprueba,Sí debe dar el voto de confianza,Regular,NS/NP,NS/NP,Regular,Igual,NS/NP,Izquierda,-1,1,1,1,2,2,1,2,3, , , , , , , ,-1,Izquierda,0.9862,0.08057537780840364,OCTUBRE 2021
929,929,929,929,929,929,929,159279890,NSE E,NSE E,NSE D/E,29,De 25 a 39 años,SI,Hombre,4,Arequipa,40104,Sur,7,2,-1,-1,2,4,Peru rural,2,Superior técnico incompleta,Educacion superior,No trabaja,No trabaja,Aprueba,Tener una nueva Constitución, ,-1,Que quiera hacer una Asamblea Constituyente, ,-1,Sí tiene,Desaprueba,Desaprueba,Aprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,NS/NP,Regular,Igual,NS/NP,Derecha,-1,1,1,1,2,1,2,2,2, , , , , , , ,-1,Derecha,1.0247,0.08372093859285257,OCTUBRE 2021
930,930,930,930,930,930,930,159279973,NSE C2,NSE C,NSE C,38,De 25 a 39 años,SI,Hombre,15,Lima,150127,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Desaprueba,Tener una nueva Constitución, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Desaprueba,Desaprueba,Aprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Igual,Regular,Igual,Igual,Derecha,Desaprueba,1,1,1,2,1,2,2,2,0,0,0,1,0,0,0,1,Derecha,1.0095,0.08247905485457664,OCTUBRE 2021
931,931,931,931,931,931,931,159279980,NSE B1,NSE B,NSE A/B,23,De 18 a 24 años,SI,Hombre,15,Lima,150128,Lima Metropolitana,1,1,1,1,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,99,NS/NP, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,NS/NP,Aprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Regular,Peor,Mejor,Mala,Peor,Mejor,Izquierda,Desaprueba,3,3,1,1,1,2,1,99,0,0,1,0,0,0,0,2,Izquierda,0.8747,0.07146550696512945,OCTUBRE 2021
932,932,932,932,932,932,932,159280064,NSE C1,NSE C,NSE C,67,De 40 a más años,SI,Mujer,13,Trujillo,130105,Norte,2,2,-1,-1,1,2,Peru urbano,1,Secundaria completa,Educacion Basica,Ama de casa,No trabaja,Desaprueba,No tiene nada positivo, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Aprueba,Desaprueba,NS/NP,Desaprueba,No debe dar el voto de confianza,Mala,Peor,Peor,Mala,NS/NP,NS/NP,Izquierda,-1,1,1,1,1,1,1,2,3, , , , , , , ,-1,Izquierda,0.9847,0.0804528234921264,OCTUBRE 2021
933,933,933,933,933,933,933,159280110,NSE D,NSE D,NSE D/E,39,De 25 a 39 años,SI,Hombre,19,Pasco,190101,Centro,6,2,-1,-1,2,3,Peru urbano,1,Superior universitaria completa,Educacion superior,No trabaja,No trabaja,Desaprueba,Tener una nueva Constitución, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Buena,Igual,Igual,Mala,Peor,Igual,Izquierda,-1,1,1,2,-1,-1,-1,-1,3, , , , , , , ,-1,Izquierda,0.9194,0.07511762559019095,OCTUBRE 2021
934,934,934,934,934,934,934,159280128,NSE D,NSE D,NSE D/E,20,De 18 a 24 años,SI,Hombre,15,Lima,150142,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,Superior universitaria incompleta,Educacion superior,Estudiante,No trabaja,Desaprueba,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Aprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Regular,Igual,Peor,Mala,Peor,Peor,Derecha,Aprueba,3,3,2,-1,-1,-1,-1,3, , , , , , , ,-1,Derecha,1.5959,0.13038962223122225,OCTUBRE 2021
935,935,935,935,935,935,935,159280359,NSE C2,NSE C,NSE C,82,De 40 a más años,SI,Hombre,4,Islay,40703,Sur,4,2,-1,-1,1,4,Peru rural,2,Primaria completa,Educacion Basica,Agricultor,Trabajador independiente,Aprueba,NS/NP, ,-1,La influencia de Vladimir Cerrón,HABERCE INVOLUCRADO CON EL SEÑOR CERRON,8,NS/NP,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Mejor,NS/NP,Regular,Mejor,Mejor,Izquierda,-1,1,1,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Izquierda,1.1402,0.0931576209461994,OCTUBRE 2021
936,936,936,936,936,936,936,159280410,NSE B2,NSE B,NSE A/B,18,De 18 a 24 años,SI,Hombre,15,Lima,150111,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Superior técnico incompleta,Educacion superior,Estudiante,No trabaja,Aprueba,Tener una nueva Constitución, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,Sí tiene,Desaprueba,Aprueba,Aprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Igual,Mala,Igual,Igual,Derecha,Desaprueba,3,3,1,1,1,1,2,3, , , , , , , ,-1,Derecha,0.8747,0.07146550696512945,OCTUBRE 2021
937,937,937,937,937,937,937,159280432,NSE D,NSE D,NSE D/E,57,De 40 a más años,SI,Mujer,19,Oxapampa,190307,Selva,8,2,-1,-1,3,4,Peru rural,2,Secundaria completa,Educacion Basica,Ama de casa,No trabaja,99,Tener una nueva Constitución, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Igual,Regular,Igual,Igual,Derecha,-1,2,2,2,-1,-1,-1,-1,3, , , , , , , ,-1,Derecha,1.0974,0.08966073778842239,OCTUBRE 2021
938,938,938,938,938,938,938,159280433,NSE B2,NSE B,NSE A/B,35,De 25 a 39 años,SI,Mujer,15,Lima,150132,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Superior universitaria completa,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Aprueba,Que se preocupa por los que menos tienen, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Aprueba,Desaprueba,En desacuerdo,Aprueba,No debe dar el voto de confianza,Regular,Peor,Mejor,Regular,Peor,Mejor,Centro,Desaprueba,1,1,2,-1,-1,-1,-1,3,0,0,1,0,0,0,0,2,Centro,0.8316,0.06794411294409701,OCTUBRE 2021
939,939,939,939,939,939,939,159280456,NSE E,NSE E,NSE D/E,62,De 40 a más años,SI,Mujer,15,Lima,150125,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,Ama de casa,No trabaja,99,NS/NP, ,-1,NS/NP, ,-1,NS/NP,NS/NP,NS/NP,NS/NP,De acuerdo,NS/NP,Sí debe dar el voto de confianza,NS/NP,NS/NP,Mejor,Regular,Igual,Mejor,NS/NP,NS/NP,2,2,1,2,1,2,2,3, , , , , , , ,-1, ,0.8654,0.07070567020421062,OCTUBRE 2021
940,940,940,940,940,940,940,159280476,NSE C2,NSE C,NSE C,23,De 18 a 24 años,SI,Hombre,4,Arequipa,40107,Sur,7,2,-1,-1,2,1,Peru urbano,1,Superior técnico incompleta,Educacion superior,No trabaja,No trabaja,Desaprueba,Que se preocupa por los que menos tienen, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Mala,Peor,Peor,Regular,Igual,Peor,Centro,-1,3,3,2,-1,-1,-1,-1,3, , , , , , , ,-1,Centro,0.9308,0.0760490383938979,OCTUBRE 2021
941,941,941,941,941,941,941,159280513,NSE D,NSE D,NSE D/E,56,De 40 a más años,SI,Hombre,15,Prov. Const. del Callao,70101,Lima Metropolitana,1,1,6,-1,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,99,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Aprueba,Desaprueba,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,Regular,Igual,Igual,Regular,Peor,Mejor,Derecha,-1,1,1,1,2,2,1,2,3,0,0,0,0,0,0,1,2,Derecha,1.7542,0.14332318774234604,OCTUBRE 2021
942,942,942,942,942,942,942,159280537,NSE A1,NSE A,NSE A/B,48,De 40 a más años,SI,Hombre,15,Lima,150131,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Posgrado universitario,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,No tiene nada positivo, ,-1,El manejo de la economía del país, ,-1,No tiene,Desaprueba,Aprueba,Desaprueba,De acuerdo,Desaprueba,No debe dar el voto de confianza,Muy mala,Peor,Peor,Muy mala,Peor,Peor,Derecha,Aprueba,1,1,1,1,2,2,2,2,0,0,1,0,0,0,0,1,Derecha,0.5461,0.044617941412663994,OCTUBRE 2021
943,943,943,943,943,943,943,159280542,NSE E,NSE E,NSE D/E,45,De 40 a más años,SI,Mujer,13,Julcán,130504,Norte,5,2,-1,-1,2,2,Peru urbano,1,Sin educacion/Educacion Inicial,Educacion Basica,Agricultor,Trabajador independiente,Desaprueba,No tiene nada positivo, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,NS/NP,NS/NP,En desacuerdo,NS/NP,Sí debe dar el voto de confianza,Regular,Peor,Peor,Regular,Peor,Peor,Derecha,-1,1,1,1,2,1,1,2,3,0,0,0,0,0,1,0,2,Derecha,0.9847,0.0804528234921264,OCTUBRE 2021
944,944,944,944,944,944,944,159280603,NSE C1,NSE C,NSE C,56,De 40 a más años,SI,Hombre,8,Canchis,80601,Sur,7,2,-1,-1,2,1,Peru urbano,1,Superior universitaria completa,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Aprueba,Tener una nueva Constitución, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Muy mala,Igual,Mejor,Regular,Igual,Mejor,Centro,-1,1,1,1,2,1,1,2,3,1,0,0,0,0,0,0,2,Centro,1.0231,0.08359021398882352,OCTUBRE 2021
945,945,945,945,945,945,945,159280633,NSE C2,NSE C,NSE C,36,De 25 a 39 años,SI,Mujer,20,Talara,200701,Norte,2,2,-1,-1,1,3,Peru urbano,1,Secundaria completa,Educacion Basica,Ama de casa,No trabaja,99,Que hará cambios en la economía, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,NS/NP,Desaprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Muy mala,Peor,Peor,Regular,Igual,Igual,Centro,-1,1,1,1,2,1,2,2,3, , , , , , , ,-1,Centro,0.8849,0.07229887631581464,OCTUBRE 2021
946,946,946,946,946,946,946,159280666,NSE E,NSE E,NSE D/E,28,De 25 a 39 años,SI,Hombre,14,Chiclayo,140112,Norte,2,2,-1,-1,1,1,Peru urbano,1,Secundaria completa,Educacion Basica,Asalariado del sector estatal,Trabajador dependiente,Desaprueba,Que hará cambios en la economía, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,NS/NP,NS/NP,Desaprueba,No debe dar el voto de confianza,Mala,Peor,Mejor,Mala,Peor,Peor,Derecha,-1,1,1,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Derecha,0.9194,0.07511762559019095,OCTUBRE 2021
947,947,947,947,947,947,947,159280921,NSE B1,NSE B,NSE A/B,74,De 40 a más años,SI,Hombre,15,Lima,150121,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Superior universitaria completa,Educacion superior,Jubilado,No trabaja,Desaprueba,NS/NP, ,-1,Que quiera hacer una Asamblea Constituyente, ,-1,No tiene,Aprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Muy mala,Peor,NS/NP,Muy mala,Peor,Peor,Centro,NS/NP,4,3,1,1,1,2,2,3, , , , , , , ,-1,Centro,0.9614,0.07854914644595343,OCTUBRE 2021
948,948,948,948,948,948,948,159281041,NSE D,NSE D,NSE D/E,55,De 40 a más años,SI,Hombre,19,Daniel Alcides Carrión,190201,Centro,6,2,-1,-1,2,1,Peru urbano,1,Secundaria completa,Educacion Basica,No trabaja,No trabaja,Aprueba,Tener una nueva Constitución, ,-1,NS/NP, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,NS/NP,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,NS/NP,Regular,Igual,NS/NP,Derecha,-1,1,1,2,-1,-1,-1,-1,1, , , , , , , ,-1,Derecha,1.0231,0.08359021398882352,OCTUBRE 2021
949,949,949,949,949,949,949,159281060,NSE C1,NSE C,NSE C,39,De 25 a 39 años,SI,Hombre,14,Chiclayo,140101,Norte,2,2,-1,-1,1,1,Peru urbano,1,Superior universitaria completa,Educacion superior,Asalariado del sector estatal,Trabajador dependiente,Aprueba,Que hará cambios en la economía, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Desaprueba,Desaprueba,Aprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Igual,Regular,Igual,Mejor,Centro,-1,1,1,1,2,1,2,2,1,0,0,0,1,0,0,0,1,Centro,0.9194,0.07511762559019095,OCTUBRE 2021
950,950,950,950,950,950,950,159281138,NSE D,NSE D,NSE D/E,19,De 18 a 24 años,SI,Hombre,19,Pasco,190102,Centro,6,2,-1,-1,2,4,Peru rural,2,Secundaria incompleta,Educacion Basica,Agricultor,Trabajador independiente,Desaprueba,Tener una nueva Constitución, ,-1,El manejo de la economía del país, ,-1,No tiene,NS/NP,NS/NP,Aprueba,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,Muy mala,Igual,Peor,Muy mala,Igual,Peor,Centro,-1,3,3,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Centro,1.0374,0.08475856513733314,OCTUBRE 2021
951,951,951,951,951,951,951,159281163,NSE C1,NSE C,NSE C,24,De 18 a 24 años,SI,Mujer,15,Lima,150103,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,No trabaja,No trabaja,Aprueba,Que una persona humilde sea Presidente del Perú, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Mejor,Regular,Igual,Mejor,Izquierda,Aprueba,2,2,1,2,2,1,2,3, , , , , , , ,-1,Izquierda,0.9837,0.08037112061460826,OCTUBRE 2021
952,952,952,952,952,952,952,159281317,NSE C1,NSE C,NSE C,25,De 25 a 39 años,SI,Hombre,15,Lima,150117,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Superior universitaria completa,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Desaprueba,No tiene nada positivo, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Mala,Peor,Peor,Muy mala,Peor,Peor,Derecha,Desaprueba,3,3,1,2,1,1,2,1,0,0,0,1,0,0,0,1,Derecha,1.0095,0.08247905485457664,OCTUBRE 2021
953,953,953,953,953,953,953,159281395,NSE D,NSE D,NSE D/E,53,De 40 a más años,SI,Mujer,21,San Román,211101,Sur,7,2,-1,-1,2,2,Peru urbano,1,Superior técnico completa,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Aprueba,Tener una nueva Constitución, ,-1,El manejo de la economía del país, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Regular,Igual,Mejor,Buena,Peor,Mejor,Izquierda,-1,2,2,2,-1,-1,-1,-1,1,0,0,0,0,0,1,0,2,Izquierda,0.9847,0.0804528234921264,OCTUBRE 2021
954,954,954,954,954,954,954,159281403,NSE D,NSE D,NSE D/E,18,De 18 a 24 años,SI,Mujer,21,San Román,211101,Sur,7,2,-1,-1,2,4,Peru rural,2,Superior universitaria incompleta,Educacion superior,Estudiante,No trabaja,Aprueba,Que una persona humilde sea Presidente del Perú, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Buena,Igual,Igual,Regular,Igual,Igual,Centro,-1,3,3,1,2,1,1,2,3, , , , , , , ,-1,Centro,0.9984,0.08157215291412512,OCTUBRE 2021
955,955,955,955,955,955,955,159281405,NSE A2,NSE A,NSE A/B,53,De 40 a más años,SI,Hombre,15,Lima,150103,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Superior universitaria incompleta,Educacion superior,Trabajador independiente con empleados,Trabajador independiente,Aprueba,NS/NP, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Mejor,Regular,Igual,Mejor,Izquierda,Desaprueba,2,2,1,1,1,1,2,3,0,0,1,0,0,0,0,2,Izquierda,0.5461,0.044617941412663994,OCTUBRE 2021
