,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,SbjNum,NSE,NSEv1,NSEv2,edad,edadx,DNI,sexo,dep,prov,dist,zona,zona2,zona3,zonali,zonali2,region,area,ambito,ambito2,edu,edu2,p01,p02_1,p02_2,p02_3,p02_4,p02_5,p02_6,p02_7,p03_1,p03_2,p03_3,p03_4,p04_1,p04_2,p04_3,p04_4,p04_5,p07,p08,p09,p11,p11otros,p11cod,p12,p13,PONDERADOR,PERCENTAGE,periodo
968,968,968,968,157447862,NSE A2,NSE A,NSE A/B,50,De 40 a más años,SI,Hombre,6,Cutervo,60601,Norte,5,2,-1,-1,2,1,Peru urbano,1,2,1,NS/NP,Desaprueba,NS/NP,NS/NP,Desaprueba,Desaprueba,Aprueba,Desaprueba,Nada,Poco,Algo,Algo,Regular,Regular,Mal,Regular,NS/NP,Bien,Si,No,8,CERRON,8,Izquierda,5,0.9993,0.08265926425231249,SETIEMBRE 2021
969,969,969,969,157447865,NSE A2,NSE A,NSE A/B,31,De 25 a 39 años,SI,Hombre,15,Lima,150142,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,8,2,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Nada,Nada,Nada,Nada,Muy mal,Mal,Mal,Mal,Mal,Regular,Si,Si,99, ,-1,Centro,3,0.4076,0.03371551697112236,SETIEMBRE 2021
970,970,970,970,157447930,NSE C2,NSE C,NSE C,24,De 18 a 24 años,SI,Mujer,15,Lima,150142,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,7,2,Aprueba,Aprueba,Desaprueba,Desaprueba,NS/NP,Aprueba,Aprueba,Desaprueba,Algo,Algo,Poco,Algo,Regular,Regular,Regular,Regular,Regular,Bien,Si,No,99, ,-1,Centro,1,1.1565,0.09566240278975224,SETIEMBRE 2021
971,971,971,971,157447948,NSE C1,NSE C,NSE C,26,De 25 a 39 años,SI,Hombre,15,Lima,150143,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,4,2,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,Poco,Algo,Algo,Poco,Regular,Regular,Regular,Mal,Regular,Regular,Si,Si,8,VLADIMIR CERRON,8,Izquierda,5,1.2953,0.10714354546784786,SETIEMBRE 2021
972,972,972,972,157447951,NSE C1,NSE C,NSE C,70,De 40 a más años,SI,Hombre,15,Lima,150106,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,5,2,NS/NP,NS/NP,NS/NP,Desaprueba,Desaprueba,Aprueba,NS/NP,Aprueba,Mucho,Mucho,Algo,Mucho,Muy bien,NS/NP,Bien,Muy bien,Bien,Muy bien,Si,No,99, ,-1,Centro,6,1.3546,0.1120486734275818,SETIEMBRE 2021
973,973,973,973,157447967,NSE D,NSE D,NSE D/E,60,De 40 a más años,SI,Mujer,15,Lima,150142,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,2,1,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Nada,Nada,Nada,Nada,Mal,Mal,Mal,Mal,Mal,Mal,Si,No,99, ,-1,NS/NP,3,1.2262,0.10142778927868065,SETIEMBRE 2021
974,974,974,974,157448050,NSE D,NSE D,NSE D/E,38,De 25 a 39 años,SI,Hombre,15,Lima,150101,Lima Metropolitana,1,1,1,1,1,-1,Lima Metropolitana,1,2,1,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Poco,Nada,Nada,Muy mal,Mal,Mal,Mal,Muy mal,Muy mal,Si,Si,4, ,-1,Derecha,1,1.1504,0.09515782807551317,SETIEMBRE 2021
975,975,975,975,157448118,NSE E,NSE E,NSE D/E,48,De 40 a más años,SI,Mujer,25,Coronel Portillo,250105,Selva,8,2,-1,-1,3,3,Peru urbano,1,3,1,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Poco,Algo,Algo,Mucho,Regular,Regular,Regular,Regular,Regular,Muy bien,Si,NS/NP,99, ,-1,Izquierda,1,1.0185,0.08424743384467155,SETIEMBRE 2021
976,976,976,976,157448121,NSE B2,NSE B,NSE A/B,52,De 40 a más años,SI,Hombre,15,Lima,150117,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,5,2,NS/NP,Desaprueba,Desaprueba,Desaprueba,Desaprueba,NS/NP,Desaprueba,Aprueba,Poco,NS/NP,Algo,Algo,Regular,Mal,NS/NP,Mal,Mal,Regular,Si,No,98, ,-1,Centro,3,0.8078,0.06681892691185633,SETIEMBRE 2021
977,977,977,977,157448252,NSE B2,NSE B,NSE A/B,55,De 40 a más años,SI,Hombre,15,Lima,150115,Lima Metropolitana,1,1,1,1,1,-1,Lima Metropolitana,1,6,2,Desaprueba,Desaprueba,NS/NP,Aprueba,NS/NP,Desaprueba,Aprueba,Desaprueba,Nada,Nada,Poco,Nada,Muy mal,NS/NP,Bien,Muy mal,Muy mal,Bien,Si,No,14,LA DERECHA,14,Derecha,1,0.8078,0.06681892691185633,SETIEMBRE 2021
978,978,978,978,157448312,NSE B2,NSE B,NSE A/B,47,De 40 a más años,SI,Mujer,4,Arequipa,40101,Sur,7,2,-1,-1,2,1,Peru urbano,1,7,2,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Poco,Algo,Poco,Nada,Mal,Regular,Regular,Regular,Regular,Bien,Si,Si,99, ,-1,Derecha,1,1.0185,0.08424743384467155,SETIEMBRE 2021
979,979,979,979,157448316,NSE E,NSE E,NSE D/E,21,De 18 a 24 años,SI,Mujer,1,Bongará,10307,Selva,8,2,-1,-1,3,1,Peru urbano,1,3,1,Aprueba,Aprueba,Desaprueba,NS/NP,Desaprueba,Aprueba,Aprueba,Desaprueba,Algo,Algo,Mucho,Poco,Bien,Muy bien,Bien,Regular,Bien,Muy bien,Si,Si,99, ,-1,Centro,4,0.8532,0.07057428626045534,SETIEMBRE 2021
980,980,980,980,157448393,NSE C1,NSE C,NSE C,57,De 40 a más años,SI,Mujer,15,Lima,150143,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,7,2,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Mucho,Mucho,Algo,Mucho,Bien,Muy bien,Bien,Muy bien,Bien,Bien,Si,No,99,HAY UN GRUPO DE GENTE Y NO PUODRIA IDENTIFICAR,99,Derecha,8,1.3806,0.11419931975056805,SETIEMBRE 2021
981,981,981,981,157448453,NSE D,NSE D,NSE D/E,23,De 18 a 24 años,SI,Hombre,6,Jaén,60801,Selva,8,2,-1,-1,3,1,Peru urbano,1,7,2,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Algo,Algo,Mucho,Algo,Regular,Regular,Regular,Regular,Regular,Bien,Si,No,11,FUERZA POPULAR,11,Izquierda,2,0.8371,0.06924253988352926,SETIEMBRE 2021
982,982,982,982,157448470,NSE C1,NSE C,NSE C,33,De 25 a 39 años,SI,Mujer,13,Trujillo,130102,Norte,2,2,-1,-1,1,1,Peru urbano,1,5,2,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Algo,Mucho,Algo,Algo,Regular,Mal,Regular,Regular,Regular,Bien,No,Si,99, ,-1,Centro,9,0.9739,0.0805582482290875,SETIEMBRE 2021
983,983,983,983,157448524,NSE D,NSE D,NSE D/E,36,De 25 a 39 años,SI,Hombre,25,Coronel Portillo,250105,Selva,8,2,-1,-1,3,3,Peru urbano,1,2,1,Desaprueba,Desaprueba,NS/NP,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Poco,Poco,Nada,Poco,Mal,Regular,Regular,Mal,Regular,Regular,Si,Si,99, ,-1,Derecha,4,0.9555,0.07903625236974342,SETIEMBRE 2021
984,984,984,984,157448721,NSE A1,NSE A,NSE A/B,41,De 40 a más años,SI,Hombre,15,Lima,150140,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,8,2,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Nada,Nada,Muy mal,Muy mal,Mal,Muy mal,Muy mal,Muy mal,Si,Si,6, ,-1,Derecha,1,0.4263,0.035262327980347064,SETIEMBRE 2021
985,985,985,985,157448791,NSE E,NSE E,NSE D/E,18,De 18 a 24 años,SI,Hombre,10,Dos de Mayo,100322,Centro,6,2,-1,-1,2,2,Peru urbano,1,3,1,NS/NP,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,NS/NP,Mucho,Algo,Algo,Bien,Regular,Regular,Bien,Regular,Bien,No,Si,99, ,-1,Izquierda,10,0.8371,0.06924253988352926,SETIEMBRE 2021
986,986,986,986,157448951,NSE D,NSE D,NSE D/E,55,De 40 a más años,SI,Mujer,8,Chumbivilcas,80701,Sur,7,2,-1,-1,2,2,Peru urbano,1,6,2,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Mucho,Mucho,Mucho,Mucho,Bien,Bien,Bien,Muy bien,Bien,Bien,No,No,4, ,-1,Izquierda,4,1.0185,0.08424743384467155,SETIEMBRE 2021
987,987,987,987,157449040,NSE E,NSE E,NSE D/E,22,De 18 a 24 años,SI,Mujer,2,Santa,21809,Norte,2,2,-1,-1,1,3,Peru urbano,1,2,1,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Algo,Algo,Mucho,Algo,Muy bien,Muy bien,Muy bien,Muy bien,Bien,Muy bien,No,No,99, ,-1,Izquierda,4,0.8532,0.07057428626045534,SETIEMBRE 2021
988,988,988,988,157449055,NSE C1,NSE C,NSE C,42,De 40 a más años,SI,Hombre,15,Lima,150128,Lima Metropolitana,1,1,1,1,1,-1,Lima Metropolitana,1,3,1,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Poco,Poco,Poco,Mucho,Regular,Regular,Regular,Regular,Mal,Bien,Si,No,99, ,-1,Centro,5,1.3546,0.1120486734275818,SETIEMBRE 2021
989,989,989,989,157449056,NSE D,NSE D,NSE D/E,29,De 25 a 39 años,SI,Hombre,4,Arequipa,40112,Sur,7,2,-1,-1,2,3,Peru urbano,1,3,1,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Algo,Algo,Poco,Algo,Regular,Regular,Regular,Regular,Regular,Regular,Si,Si,4, ,-1,Izquierda,5,0.9555,0.07903625236974342,SETIEMBRE 2021
990,990,990,990,157449169,NSE B2,NSE B,NSE A/B,31,De 25 a 39 años,SI,Mujer,11,Chincha,110201,Sur,4,2,-1,-1,1,3,Peru urbano,1,7,2,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Algo,Algo,Algo,Algo,Mal,Regular,Regular,Regular,Regular,Regular,Si,Si,18,LAS EMPRESAS PRIVADAS.,18,Centro,4,0.9739,0.0805582482290875,SETIEMBRE 2021
991,991,991,991,157449202,NSE C1,NSE C,NSE C,18,De 18 a 24 años,SI,Hombre,17,Tambopata,170101,Selva,8,2,-1,-1,3,1,Peru urbano,1,6,2,NS/NP,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Algo,Mucho,Algo,Algo,Bien,Bien,Regular,Bien,Bien,Regular,Si,No,5, ,-1,Centro,3,0.8371,0.06924253988352926,SETIEMBRE 2021
992,992,992,992,157449239,NSE C1,NSE C,NSE C,37,De 25 a 39 años,SI,Hombre,15,Lima,150132,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,3,1,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Nada,Poco,Nada,Poco,Regular,Mal,Regular,Regular,Regular,Bien,Si,No,17,PARTIDO PPERU LIBRE,17,Centro,5,1.2953,0.10714354546784786,SETIEMBRE 2021
993,993,993,993,157449375,NSE B2,NSE B,NSE A/B,30,De 25 a 39 años,SI,Hombre,10,Leoncio Prado,100601,Selva,8,2,-1,-1,3,1,Peru urbano,1,7,2,Desaprueba,Desaprueba,NS/NP,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Nada,Nada,Nada,Nada,Muy mal,Regular,Mal,Regular,Mal,Muy mal,Si,Si,16,LA POBLACION QUE ESTA EN CONTRA DE CASTILLO,16,Derecha,1,0.9555,0.07903625236974342,SETIEMBRE 2021
994,994,994,994,157449381,NSE C1,NSE C,NSE C,30,De 25 a 39 años,SI,Hombre,13,Ascope,130203,Norte,2,2,-1,-1,1,2,Peru urbano,1,2,1,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Nada,Nada,Nada,Nada,Muy mal,Mal,Regular,Muy mal,Muy mal,Regular,Si,Si,8,BLADIMIR CERRON,8,Derecha,1,0.9555,0.07903625236974342,SETIEMBRE 2021
995,995,995,995,157449382,NSE D,NSE D,NSE D/E,29,De 25 a 39 años,SI,Mujer,25,Coronel Portillo,250107,Selva,8,2,-1,-1,3,3,Peru urbano,1,5,2,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Nada,Algo,Algo,Algo,Regular,Regular,Bien,Muy mal,Regular,Muy bien,Si,No,99, ,-1,Derecha,8,0.9739,0.0805582482290875,SETIEMBRE 2021
996,996,996,996,157449445,NSE C1,NSE C,NSE C,22,De 18 a 24 años,SI,Hombre,15,Prov. Const. del Callao,70101,Lima Metropolitana,1,1,6,-1,1,-1,Lima Metropolitana,1,4,2,Aprueba,NS/NP,Desaprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Algo,Algo,Algo,Algo,Bien,Regular,Bien,Regular,Muy bien,Regular,Si,No,14,LA DERECHA,14,Izquierda,1,1.1347,0.09385916856509455,SETIEMBRE 2021
997,997,997,997,157449511,NSE E,NSE E,NSE D/E,38,De 25 a 39 años,SI,Hombre,6,San Miguel,61113,Norte,5,2,-1,-1,2,4,Peru rural,2,2,1,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Poco,Poco,NS/NP,Poco,Mal,Regular,Regular,Regular,Regular,Regular,No,Si,8,SR.CERRON,8,Derecha,10,1.0829,0.08957441935237587,SETIEMBRE 2021
998,998,998,998,157449548,NSE D,NSE D,NSE D/E,35,De 25 a 39 años,SI,Hombre,5,Víctor Fajardo,51003,Sur,7,2,-1,-1,2,2,Peru urbano,1,3,1,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Algo,Algo,Algo,Algo,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,Bien,Si,No,4, ,-1,Izquierda,4,0.9555,0.07903625236974342,SETIEMBRE 2021
999,999,999,999,157449587,NSE B2,NSE B,NSE A/B,41,De 40 a más años,SI,Mujer,4,Arequipa,40117,Sur,7,2,-1,-1,2,1,Peru urbano,1,5,2,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Poco,Poco,Nada,Algo,Mal,Regular,Regular,Mal,Regular,Regular,Si,Si,99, ,-1,Centro,2,1.0185,0.08424743384467155,SETIEMBRE 2021
1000,1000,1000,1000,157449649,NSE D,NSE D,NSE D/E,20,De 18 a 24 años,SI,Hombre,14,Chiclayo,140117,Norte,2,2,-1,-1,1,4,Peru rural,2,3,1,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Nada,Nada,Poco,Nada,Muy bien,Regular,Regular,Muy mal,Muy mal,Regular,Si,No,8,CERRON,8,Derecha,3,0.9487,0.07847377563911624,SETIEMBRE 2021
1001,1001,1001,1001,157449691,NSE E,NSE E,NSE D/E,42,De 40 a más años,SI,Hombre,25,Coronel Portillo,250107,Selva,8,2,-1,-1,3,3,Peru urbano,1,2,1,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Nada,Poco,Nada,Nada,Mal,Mal,Mal,Muy mal,Mal,Muy mal,Si,Si,16,EL PAIS,16,Derecha,1,0.9993,0.08265926425231249,SETIEMBRE 2021
1002,1002,1002,1002,157449755,NSE C1,NSE C,NSE C,83,De 40 a más años,SI,Hombre,2,Santa,21808,Norte,2,2,-1,-1,1,3,Peru urbano,1,2,1,Aprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Algo,Algo,Algo,Algo,Bien,Regular,Regular,Bien,Muy bien,Muy bien,Si,No,99, ,-1,Derecha,5,0.9993,0.08265926425231249,SETIEMBRE 2021
1003,1003,1003,1003,157449759,NSE D,NSE D,NSE D/E,19,De 18 a 24 años,SI,Hombre,15,Lima,150140,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,7,2,NS/NP,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Poco,Poco,Poco,Poco,Mal,Regular,Bien,Mal,Bien,Bien,Si,No,4, ,-1,Derecha,5,1.0078,0.08336236016559645,SETIEMBRE 2021
1004,1004,1004,1004,157449782,NSE C1,NSE C,NSE C,74,De 40 a más años,SI,Hombre,15,Lima,150143,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,2,1,Desaprueba,Desaprueba,Desaprueba,Desaprueba,NS/NP,Aprueba,Aprueba,Aprueba,Nada,Nada,Poco,Nada,Mal,NS/NP,Regular,Mal,Regular,Regular,Si,Si,99, ,-1,Centro,1,1.3546,0.1120486734275818,SETIEMBRE 2021
1005,1005,1005,1005,157449793,NSE D,NSE D,NSE D/E,47,De 40 a más años,SI,Mujer,20,Piura,200104,Norte,2,2,-1,-1,1,3,Peru urbano,1,2,1,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Poco,Poco,Nada,Mal,Mal,Mal,Mal,Muy mal,Regular,Si,No,98, ,-1,Centro,3,1.0185,0.08424743384467155,SETIEMBRE 2021
1006,1006,1006,1006,157449800,NSE C1,NSE C,NSE C,19,De 18 a 24 años,SI,Hombre,4,Arequipa,40104,Sur,7,2,-1,-1,2,2,Peru urbano,1,3,1,Aprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Poco,Poco,Nada,Algo,Mal,Regular,Regular,Regular,Regular,Bien,Si,Si,4, ,-1,Centro,5,0.8371,0.06924253988352926,SETIEMBRE 2021
1007,1007,1007,1007,157449843,NSE C1,NSE C,NSE C,42,De 40 a más años,SI,Hombre,15,Lima,150118,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,4,2,NS/NP,NS/NP,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Algo,Algo,Algo,Mucho,Bien,Regular,Regular,Bien,Regular,Bien,Si,No,4, ,-1,Izquierda,5,1.3546,0.1120486734275818,SETIEMBRE 2021
1008,1008,1008,1008,157449852,NSE D,NSE D,NSE D/E,33,De 25 a 39 años,SI,Mujer,5,Huamanga,50101,Sur,7,2,-1,-1,2,1,Peru urbano,1,4,2,NS/NP,NS/NP,Aprueba,Desaprueba,NS/NP,Desaprueba,Aprueba,NS/NP,Algo,Mucho,Algo,Mucho,Regular,Regular,Regular,Muy bien,Regular,Bien,Si,Si,99, ,-1,Izquierda,5,0.9739,0.0805582482290875,SETIEMBRE 2021
1009,1009,1009,1009,157450038,NSE E,NSE E,NSE D/E,31,De 25 a 39 años,SI,Mujer,13,Trujillo,130102,Norte,2,2,-1,-1,1,2,Peru urbano,1,2,1,Aprueba,Aprueba,NS/NP,Aprueba,NS/NP,Aprueba,Aprueba,Aprueba,Mucho,Mucho,Mucho,Mucho,Muy bien,Muy bien,Muy bien,Muy bien,Regular,Muy bien,No,Si,99, ,-1,Centro,10,0.9739,0.0805582482290875,SETIEMBRE 2021
1010,1010,1010,1010,157450102,NSE B2,NSE B,NSE A/B,36,De 25 a 39 años,SI,Hombre,21,Puno,210101,Sur,7,2,-1,-1,2,1,Peru urbano,1,8,2,Aprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Algo,Mucho,Algo,Algo,NS/NP,Regular,Regular,Bien,Bien,Bien,Si,No,4, ,-1,Centro,3,0.9555,0.07903625236974342,SETIEMBRE 2021
1011,1011,1011,1011,157450161,NSE D,NSE D,NSE D/E,48,De 40 a más años,SI,Hombre,2,Casma,20804,Norte,2,2,-1,-1,1,3,Peru urbano,1,3,1,Aprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Mucho,Algo,Algo,Mucho,Regular,Regular,Regular,Regular,Regular,Muy bien,Si,No,4, ,-1,Centro,7,0.9993,0.08265926425231249,SETIEMBRE 2021
1012,1012,1012,1012,157450377,NSE E,NSE E,NSE D/E,46,De 40 a más años,SI,Hombre,15,Yauyos,151014,Centro,6,2,-1,-1,2,4,Peru rural,2,4,2,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Nada,Nada,Nada,Nada,Mal,Mal,Regular,Regular,Mal,Regular,Si,No,4, ,-1,Centro,8,1.1326,0.0936854625159303,SETIEMBRE 2021
1013,1013,1013,1013,157450407,NSE C1,NSE C,NSE C,30,De 25 a 39 años,SI,Mujer,13,Trujillo,130111,Norte,2,2,-1,-1,1,2,Peru urbano,1,5,2,NS/NP,Desaprueba,Aprueba,Desaprueba,NS/NP,Desaprueba,NS/NP,Desaprueba,Poco,Poco,Algo,NS/NP,NS/NP,Mal,Regular,NS/NP,Regular,Bien,Si,No,99, ,-1,Centro,5,0.9739,0.0805582482290875,SETIEMBRE 2021
1014,1014,1014,1014,157450437,NSE E,NSE E,NSE D/E,35,De 25 a 39 años,SI,Mujer,20,Piura,200111,Norte,2,2,-1,-1,1,4,Peru rural,2,2,1,Aprueba,NS/NP,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Poco,Algo,Poco,Algo,Bien,Regular,Muy bien,Bien,Bien,Bien,No,No,99, ,-1,Izquierda,6,1.1037,0.09129493641076483,SETIEMBRE 2021
1015,1015,1015,1015,157450439,NSE C2,NSE C,NSE C,25,De 25 a 39 años,SI,Mujer,4,Arequipa,40102,Sur,7,2,-1,-1,2,1,Peru urbano,1,7,2,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Poco,Mucho,Algo,Poco,Regular,Regular,Bien,Regular,Regular,Bien,Si,Si,4, ,-1,Centro,5,0.9739,0.0805582482290875,SETIEMBRE 2021
1016,1016,1016,1016,157450478,NSE C1,NSE C,NSE C,45,De 40 a más años,SI,Mujer,15,Lima,150101,Lima Metropolitana,1,1,1,1,1,-1,Lima Metropolitana,1,3,1,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Poco,Poco,Poco,Nada,Mal,Mal,Mal,Mal,Muy mal,Regular,Si,Si,98, ,-1,Izquierda,2,1.3806,0.11419931975056805,SETIEMBRE 2021
1017,1017,1017,1017,157450530,NSE B1,NSE B,NSE A/B,43,De 40 a más años,SI,Mujer,15,Lima,150103,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,8,2,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,NS/NP,Desaprueba,Desaprueba,Nada,Nada,Nada,Nada,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,Regular,Si,Si,8,CERRON,8,Derecha,1,0.8233,0.0681010429890212,SETIEMBRE 2021
1018,1018,1018,1018,157450531,NSE E,NSE E,NSE D/E,52,De 40 a más años,SI,Hombre,15,Lima,150143,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,3,1,Desaprueba,Desaprueba,Desaprueba,NS/NP,Aprueba,Desaprueba,NS/NP,Desaprueba,Nada,Nada,Nada,Algo,Regular,Regular,Regular,Muy mal,NS/NP,Bien,Si,No,12,MUCHOS EN EL CONGRESO QUE NO ESTAN DE ACUERDO,12,Derecha,1,0.7836,0.06481717148815377,SETIEMBRE 2021
1019,1019,1019,1019,157450591,NSE D,NSE D,NSE D/E,33,De 25 a 39 años,SI,Hombre,15,Lima,150132,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,3,1,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Algo,Poco,Algo,Algo,Regular,Regular,Regular,Bien,Bien,Bien,Si,No,11,MAYORIA DE FUJIMORISTAS,11,Centro,6,1.1504,0.09515782807551317,SETIEMBRE 2021
1020,1020,1020,1020,157450592,NSE E,NSE E,NSE D/E,50,De 40 a más años,SI,Hombre,21,Chucuito,210406,Sur,7,2,-1,-1,2,4,Peru rural,2,3,1,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Mucho,NS/NP,Mucho,Mucho,Bien,Regular,Bien,Bien,Bien,Muy bien,Si,No,7,LOS COMUNISTAS,7,Derecha,1,1.1326,0.0936854625159303,SETIEMBRE 2021
1021,1021,1021,1021,157450703,NSE E,NSE E,NSE D/E,44,De 40 a más años,SI,Hombre,9,Tayacaja,90701,Centro,6,2,-1,-1,2,4,Peru rural,2,2,1,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,NS/NP,Nada,NS/NP,NS/NP,Regular,Regular,Muy bien,NS/NP,Muy mal,Muy bien,Si,No,99, ,-1,Izquierda,10,1.1326,0.0936854625159303,SETIEMBRE 2021
1022,1022,1022,1022,157450716,NSE E,NSE E,NSE D/E,65,De 40 a más años,SI,Mujer,15,Lima,150108,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,3,1,Desaprueba,Desaprueba,Desaprueba,NS/NP,Desaprueba,Aprueba,Aprueba,Desaprueba,Nada,Nada,Nada,Nada,Muy mal,Mal,Regular,Muy mal,Mal,Bien,Si,Si,8,CERRON,8,Izquierda,1,0.7987,0.06606620069881115,SETIEMBRE 2021
1023,1023,1023,1023,157450774,NSE C1,NSE C,NSE C,29,De 25 a 39 años,SI,Hombre,16,Loreto,160301,Selva,8,2,-1,-1,3,1,Peru urbano,1,3,1,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Poco,Algo,Poco,Nada,Regular,Regular,Regular,Regular,Mal,Regular,Si,No,99, ,-1,Centro,5,0.9555,0.07903625236974342,SETIEMBRE 2021
1024,1024,1024,1024,157450803,NSE E,NSE E,NSE D/E,30,De 25 a 39 años,SI,Mujer,6,Jaén,60802,Selva,8,2,-1,-1,3,1,Peru urbano,1,3,1,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Algo,Mucho,Algo,Algo,Regular,Regular,Regular,Mal,Regular,Bien,Si,No,4, ,-1,Derecha,10,0.9739,0.0805582482290875,SETIEMBRE 2021
